2004 Federal Election Polling Places [12246 8/11/2005 11:10:53 PM]
State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode
ACT,101,Canberra,11877,1,Bonython,Bonython Primary School,Hurtle Ave,,,BONYTHON,ACT,2905
ACT,101,Canberra,11452,1,Calwell,Calwell High School,Casey Cres,,,CALWELL,ACT,2905
ACT,101,Canberra,8794,1,Canberra Hospital,The Canberra Hospital,Blding 2 Level 3 Yamba Dr,,,GARRAN,ACT,2605
ACT,101,Canberra,8761,1,Chapman,Chapman Primary School,Perry Dr,,,CHAPMAN,ACT,2611
ACT,101,Canberra,8762,1,Chifley,Melrose Primary School,MacLaurin Cres,,,CHIFLEY,ACT,2606
ACT,101,Canberra,8763,1,Chisholm,Chisholm Primary School,Hambidge Cres,,,CHISHOLM,ACT,2905
ACT,101,Canberra,31298,1,Conder,Charles Conder Primary School,Tom Roberts Ave,,,CONDER,ACT,2906
ACT,101,Canberra,8764,1,Curtin,Curtin Primary School,Theodore St,,,CURTIN,ACT,2605
ACT,101,Canberra,8766,1,Deakin,CGGS Junior School,Grey St,,,DEAKIN,ACT,2600
ACT,101,Canberra,8767,1,Duffy,Duffy Primary School,Burrinjuck Cres,,,DUFFY,ACT,2611
ACT,101,Canberra,8768,1,Fadden,Fadden Primary School,Hanlon Cres,,,FADDEN,ACT,2904
ACT,101,Canberra,8769,1,Farrer,Farrer Primary School,Lambrigg St,,,FARRER,ACT,2607
ACT,101,Canberra,8771,1,Gilmore,Gilmore Primary School,Heagney Cres,,,GILMORE,ACT,2905
ACT,101,Canberra,12072,1,Gordon,Gordon Primary School,Knoke St,,,GORDON,ACT,2906
ACT,101,Canberra,8772,1,Gowrie,Gowrie Primary School,Jeffries St,,,GOWRIE,ACT,2904
ACT,101,Canberra,8773,1,Holder,St Judes Primary School,Mulley St,,,HOLDER,ACT,2611
ACT,101,Canberra,8774,1,Hughes,Hughes Primary School,Kent St,,,HUGHES,ACT,2605
ACT,101,Canberra,8884,1,Isabella Plains,Isabella Plains Primary School,Ellerston Ave,,,ISABELLA PLAINS,ACT,2905
ACT,101,Canberra,8775,1,Kambah East,Village Creek Primary School,Kingsmill St,,,KAMBAH,ACT,2902
ACT,101,Canberra,8776,1,Kambah North,Taylor Primary School,Marconi Cres,,,KAMBAH,ACT,2902
ACT,101,Canberra,8777,1,Kambah South,Urambi Primary School,O'Halloran Crct,,,KAMBAH,ACT,2902
ACT,101,Canberra,8778,1,Kambah West,Mount Neighbour Primary School,Boddington Cres,,,KAMBAH,ACT,2902
ACT,101,Canberra,8779,1,Lyons,Lyons Primary School,Tarraleah Cres,,,LYONS,ACT,2606
ACT,101,Canberra,8780,1,Mawson,Mawson Primary School,Ainsworth St,,,MAWSON,ACT,2607
ACT,101,Canberra,8781,1,Monash,Monash Primary School,Corlette Cres,,,MONASH,ACT,2904
ACT,101,Canberra,8783,1,Oaks Estate,Oaks Estate Community Hall,William St,,,OAKS ESTATE,ACT,2620
ACT,101,Canberra,8784,1,Pearce,Melrose High School,Marr St,,,PEARCE,ACT,2607
ACT,101,Canberra,8785,1,Red Hill,Red Hill Primary School,Astrolabe St,,,RED HILL,ACT,2603
ACT,101,Canberra,8786,1,Richardson,Richardson Primary School,May Gibbs Cl,,,RICHARDSON,ACT,2905
ACT,101,Canberra,8787,1,Rivett,Rivett Primary School,Bangalay Cres,,,RIVETT,ACT,2611
ACT,101,Canberra,32712,2,Special Hospital Team 1,The Grange,Theodore St,,,RED HILL,ACT,2605
ACT,101,Canberra,32713,2,Special Hospital Team 2,Mirinjani Retirement Village,Strickland Cres,,,WESTON,ACT,2904
ACT,101,Canberra,8788,1,Tharwa,Tharwa Primary School,North St,,,THARWA,ACT,2620
ACT,101,Canberra,11878,1,Theodore,Theodore Primary School,Lawrence Wackett Cres,,,THEODORE,ACT,2905
ACT,101,Canberra,8790,1,Wanniassa,Wanniassa High School,Wheeler Cres,,,WANNIASSA,ACT,2903
ACT,101,Canberra,8791,1,Wanniassa Hills,Wanniassa Hills Primary School,Langdon Ave,,,WANNIASSA,ACT,2903
ACT,101,Canberra,8792,1,Waramanga,Arawang Primary School,Nemarang Cres,,,WARAMANGA,ACT,2611
ACT,101,Canberra,8793,1,Weston,Weston Creek Primary School,Hilder St,,,WESTON,ACT,2611
ACT,101,Canberra,8840,1,Yarralumla,Yarralumla Primary School,Loftus St,,,YARRALUMLA,ACT,2600
ACT,102,Fraser,8802,1,Ainslie,Ainslie Primary School,Elder St,,,BRADDON,ACT,2601
ACT,102,Fraser,8801,1,Ainslie North,North Ainslie Primary School,Sherbrooke St,,,AINSLIE,ACT,2602
ACT,102,Fraser,38197,1,Amaroo,Amaroo Primary School,Katherine Ave,,,AMAROO,ACT,2914
ACT,102,Fraser,8803,1,Aranda,Aranda Primary School,Banambila St,,,ARANDA,ACT,2614
ACT,102,Fraser,8804,1,Baker Gardens,Ainslie Pre School,Baker Gardens,,,AINSLIE,ACT,2602
ACT,102,Fraser,8829,1,Barton,Telopea Park School,New South Wales Cres,,,BARTON,ACT,2600
ACT,102,Fraser,8805,1,Belconnen,Lake Ginninderra College,Emu Bank,,,BELCONNEN,ACT,2617
ACT,102,Fraser,12073,1,Bruce,Calvary Hospital,Haydon Dr,,,BRUCE,ACT,2617
ACT,102,Fraser,8806,1,Campbell,Campbell Primary School,Chauvel St,,,CAMPBELL,ACT,2601
ACT,102,Fraser,8807,1,Charnwood,St Thomas Aquinas Primary School,Lhotsky St,,,CHARNWOOD,ACT,2615
ACT,102,Fraser,8808,1,City,Pilgrim House,69 Northbourne Ave,,,CANBERRA CITY,ACT,2601
ACT,102,Fraser,8809,1,Dickson,Daramalan College,Cowper St,,,DICKSON,ACT,2602
ACT,102,Fraser,8810,1,Downer,Downer Community Centre,Frencham Pl,,,DOWNER,ACT,2602
ACT,102,Fraser,8812,1,Evatt,Evatt Primary School,Heydon Cres,,,EVATT,ACT,2617
ACT,102,Fraser,8813,1,Evatt South,Miles Franklin Primary School,Alderman St,,,EVATT,ACT,2617
ACT,102,Fraser,8814,1,Florey,St Francis Xavier College,Barnard Crct,,,FLOREY,ACT,2615
ACT,102,Fraser,8815,1,Flynn,Flynn Primary School,Bingle St,,,FLYNN,ACT,2615
ACT,102,Fraser,34238,1,Fraser,Fraser Primary School,Tillyard Drive,,,FRASER,ACT,2615
ACT,102,Fraser,8816,1,Giralang,Giralang Primary School,Canopus Cres,,,GIRALANG,ACT,2617
ACT,102,Fraser,8817,1,Griffith,O'Connell Centre,Stuart St,,,GRIFFITH,ACT,2603
ACT,102,Fraser,34240,1,Gungahlin,Gungahlin Community Centre,Ernest Cavanagh Street,,,GUNGAHLIN,ACT,2912
ACT,102,Fraser,8819,1,Hall,Hall Primary School,Hoskins St,,,HALL,ACT,2618
ACT,102,Fraser,8820,1,Higgins,Higgins Primary School,Fullagar Cres,,,HIGGINS,ACT,2615
ACT,102,Fraser,8821,1,Holt,Holt Primary School,Beaurepaire Cres,,,HOLT,ACT,2615
ACT,102,Fraser,8822,1,Jervis Bay,Jervis Bay Primary School,Dykes Ave,,,JERVIS BAY,ACT,2540
ACT,102,Fraser,8823,1,Kaleen,Kaleen Primary School,Ashburton St,,,KALEEN,ACT,2617
ACT,102,Fraser,8824,1,Kaleen South,Maribyrnong Primary School,Alberga St,,,KALEEN,ACT,2617
ACT,102,Fraser,8825,1,Latham,Latham Primary School,O'Loghlen St,,,LATHAM,ACT,2615
ACT,102,Fraser,8826,1,Lyneham,Lyneham Primary School,Hall St,,,LYNEHAM,ACT,2602
ACT,102,Fraser,8827,1,Macgregor,Macgregor Primary School,Hirschfeld Cres,,,MACGREGOR,ACT,2615
ACT,102,Fraser,8828,1,Macquarie,Macquarie Primary School,Bennelong Cres,,,MACQUARIE,ACT,2614
ACT,102,Fraser,8830,1,Melba,Mt Rogers Community School,Alfred Hill Dr,,,MELBA,ACT,2615
ACT,102,Fraser,8782,1,Narrabundah,Narrabundah Primary School,Kootara Cres,,,NARRABUNDAH,ACT,2604
ACT,102,Fraser,32463,1,Ngunnawal,Ngunnawal Primary School,Unaipon Ave,,,NGUNNAWAL,ACT,2913
ACT,102,Fraser,34239,1,Ngunnawal South,Ngunnawal Neighbourhood Centre,Yarrawonga Street,,,NGUNNAWAL,ACT,2913
ACT,102,Fraser,32081,1,Nicholls,Holy Spirit Primary School,Kelleway Ave,,,NICHOLLS,ACT,2913
ACT,102,Fraser,38198,1,O'Connor,St Joseph's Primary School,62 Boronia Dr,,,O'CONNOR,ACT,2602
ACT,102,Fraser,8832,1,Page,St Matthew's School,Stutchbury St,,,PAGE,ACT,2614
ACT,102,Fraser,31626,1,Palmerston,Palmerston Primary School,Kosciuszko Ave,,,PALMERSTON,ACT,2913
ACT,102,Fraser,32950,4,Prison Mobile Team 1,Belconnen Remand Centre,Rae St,,,BELCONNEN,ACT,2617
ACT,102,Fraser,8833,1,Reid,Uniting Church Hall,54 Coranderrk St,,,REID,ACT,2612
ACT,102,Fraser,8834,1,Scullin,Southern Cross Primary School,Ross Smith Cres,,,SCULLIN,ACT,2614
ACT,102,Fraser,32467,2,Special Hospital Team 1,Villaggio Sant'Antonio Hostel,Bonney St,,,PAGE,ACT,2615
ACT,102,Fraser,32468,2,Special Hospital Team 2,St Nicholas Home for the Aged,Leahy Cl,,,NARRABUNDAH,ACT,2614
ACT,102,Fraser,8836,1,Turner,Turner Primary School,Condamine St,,,TURNER,ACT,2601
ACT,102,Fraser,8837,1,Watson,Majura Primary School,Irvine St,,,WATSON,ACT,2602
ACT,102,Fraser,8838,1,Weetangera,Weetangera Primary School,Southwell St,,,WEETANGERA,ACT,2614
ACT,102,Fraser,8839,1,Wreck Bay,Community Office,Wreck Bay Rd,,,WRECK BAY,ACT,2540
NSW,103,Banks,1,1,Beverly Hills North,Beverly Hills North Public School,Shorter Ave,,,BEVERLY HILLS,NSW,2209
NSW,103,Banks,33758,1,Beverly Hills South (Banks),Beverly Hills Public School,Cnr King Georges & Stoney Creek Rds,,,BEVERLY HILLS,NSW,2209
NSW,103,Banks,2,1,East Hills,1st East Hills Scout Hall,cnr Henry Lawson Dr & MacLaurin Ave,,,EAST HILLS,NSW,2213
NSW,103,Banks,3,1,Hannans Road,Hannans Road Public School,Hannans Rd,,,RIVERWOOD,NSW,2210
NSW,103,Banks,4,1,Lugarno,Lugarno Public School,Old Forest Rd,,,LUGARNO,NSW,2210
NSW,103,Banks,174,1,Milperra,Milperra Public School,Pozieres Ave,,,MILPERRA,NSW,2214
NSW,103,Banks,55,1,Mortdale Central,Mortdale Pensioners Welfare Club,76 Pitt St,,,MORTDALE,NSW,2223
NSW,103,Banks,57,1,Mortdale Heights,Girl Guides Hall,Beatty St,,,MORTDALE,NSW,2223
NSW,103,Banks,5,1,Mortdale West,Penshurst West Public School,Forest Rd,,,MORTDALE,NSW,2223
NSW,103,Banks,6,1,Narwee,Narwee Public School,Broad Arrow Rd,,,NARWEE,NSW,2209
NSW,103,Banks,11926,1,Oatley (Banks),Oatley Public School,Neville St,,,OATLEY,NSW,2223
NSW,103,Banks,59,1,Oatley West,Oatley West Public School,Oatley Park Ave,,,OATLEY,NSW,2223
NSW,103,Banks,7,1,Padstow,Padstow Park Public School,Segers Ave,,,PADSTOW,NSW,2211
NSW,103,Banks,8,1,Padstow East,1st Padstow Scouts Hall,107 Arab Rd,,,PADSTOW,NSW,2211
NSW,103,Banks,9,1,Padstow North,Padstow TAFE,Raine Rd,,,PADSTOW,NSW,2211
NSW,103,Banks,10,1,Padstow South,Padstow Heights Public School,Chamberlain Rd,,,PADSTOW HEIGHTS,NSW,2211
NSW,103,Banks,11,1,Panania,Tower St Public School,74 Tower St,,,PANANIA,NSW,2213
NSW,103,Banks,12,1,Panania Central,2nd Panania Scouts Hall,Wilson St,,,PANANIA,NSW,2213
NSW,103,Banks,13,1,Panania North,Panania North Public School,Bransgrove Rd,,,PANANIA,NSW,2213
NSW,103,Banks,14,1,Panania South,Panania Public School,Lawler St,,,PANANIA,NSW,2213
NSW,103,Banks,16,1,Peakhurst East,Peakhurst Public School,Bonds Rd,,,PEAKHURST,NSW,2210
NSW,103,Banks,17,1,Peakhurst South,Peakhurst South Public School,Pindari Rd,,,PEAKHURST,NSW,2210
NSW,103,Banks,18,1,Peakhurst West,Peakhurst West Public School,Ogilvy St,,,PEAKHURST,NSW,2210
NSW,103,Banks,19,1,Penshurst,Penshurst Public School,Arcadia St,,,PENSHURST,NSW,2222
NSW,103,Banks,60,1,Penshurst Central,Penshurst Girls High School,2 Austral St,,,PENSHURST,NSW,2222
NSW,103,Banks,22,1,Picnic Point North,Picnic Point High School,Kennedy St,,,PICNIC POINT,NSW,2213
NSW,103,Banks,23,1,Punchbowl South,Punchbowl Public School,1333 Canterbury Rd,,,PUNCHBOWL,NSW,2196
NSW,103,Banks,24,1,Revesby,Y.M.C.A. Centre,184 The River Rd,,,REVESBY,NSW,2212
NSW,103,Banks,25,1,Revesby North,Revesby Public School,Victoria St,,,REVESBY,NSW,2212
NSW,103,Banks,26,1,Revesby South,Revesby South Public School,Mars St,,,REVESBY,NSW,2212
NSW,103,Banks,27,1,Riverwood North,Riverwood Public School,Union St,,,RIVERWOOD,NSW,2210
NSW,103,Banks,28,1,Riverwood South,St Andrews Church Hall,9 Littleton St,,,RIVERWOOD,NSW,2210
NSW,103,Banks,33594,2,Special Hospital Team 1,Southhaven Nursing Home,93 Baumans Rd,,,REVESBY,NSW,2212
NSW,103,Banks,14011,1,Sydney (Banks),Sydney Town Hall,George St,,,SYDNEY,NSW,2000
NSW,104,Barton,31,1,Allawah,St George Christian School,51-69 Woids Ave,,,ALLAWAH,NSW,2218
NSW,104,Barton,67,1,Allawah South,St Raphael's Catholic Church Hall,84 George St,,,SOUTH HURSTVILLE,NSW,2221
NSW,104,Barton,32,1,Arncliffe,Arncliffe Community Centre,23 Barden St,,,ARNCLIFFE,NSW,2205
NSW,104,Barton,34,1,Arncliffe Central,Arncliffe Public School,168 Princes Hwy,,,ARNCLIFFE,NSW,2205
NSW,104,Barton,2642,1,Athelstane,Athelstane Public School,Athelstane Ave,,,ARNCLIFFE,NSW,2205
NSW,104,Barton,33,1,Bald Face,Bald Face Public School,84 Stuart St,,,BLAKEHURST,NSW,2221
NSW,104,Barton,35,1,Bell Park,Hurstville South Public School,Maher St,,,HURSTVILLE,NSW,2220
NSW,104,Barton,2647,1,Bexley,Bexley Masonic Centre,478 Forest Rd,,,BEXLEY,NSW,2207
NSW,104,Barton,2648,1,Bexley Central,St Gabriel's School,39 Highgate St,,,BEXLEY,NSW,2207
NSW,104,Barton,2640,1,Bexley East,Bexley Public School,330-354 Forest Rd,,,BEXLEY,NSW,2207
NSW,104,Barton,34034,1,Bexley South,Sydney Technical High School,686 Forest Rd,,,BEXLEY,NSW,2207
NSW,104,Barton,36,1,Blakehurst,Blakehurst Uniting Church Hall,973 King Georges Rd,,,BLAKEHURST,NSW,2221
NSW,104,Barton,46,1,Blakehurst North,Blakehurst High School,270A Woniora Rd,,,BLAKEHURST,NSW,2221
NSW,104,Barton,38,1,Brighton-Le-Sands,Brighton-Le-Sands Public School,35 Crawford Rd,,,BRIGHTON-LE-SANDS,NSW,2216
NSW,104,Barton,39,1,Brighton North,St Mark's Anglican Church Hall,3 Trafalgar St,,,BRIGHTON-LE-SANDS,NSW,2216
NSW,104,Barton,2653,1,Carlton,Carlton Public School,60 Cameron St,,,BEXLEY,NSW,2207
NSW,104,Barton,47,1,Carlton South,Carlton South Public School,Ecole St,,,CARLTON,NSW,2218
NSW,104,Barton,40,1,Carss Park,Blakehurst Public School,Dewrang St,,,CARSS PARK,NSW,2221
NSW,104,Barton,42,1,Connells Point,Connells Point Public School,Riverview Ave,,,CONNELLS POINT,NSW,2221
NSW,104,Barton,44,1,Hurstville Central,Woniora Road School,83 Woniora Rd,,,HURSTVILLE,NSW,2220
NSW,104,Barton,45,1,Hurstville Grove,St Aidan's Anglican Church Hall,119 Lansdowne St,,,HURSTVILLE GROVE,NSW,2220
NSW,104,Barton,48,1,Kogarah,Kogarah Uniting Church Hall,cnr Kensington & Gray Sts,,,KOGARAH,NSW,2217
NSW,104,Barton,49,1,Kogarah Bay,Congregational Church Hall,Wyee St,,,KOGARAH BAY,NSW,2217
NSW,104,Barton,50,1,Kogarah Central,Kogarah High School,Gladstone St,,,KOGARAH,NSW,2217
NSW,104,Barton,54,1,Kogarah East,St George School,Marshall St,,,KOGARAH,NSW,2217
NSW,104,Barton,2654,1,Kogarah West,Kogarah West Senior Citizens' Centre,Taylor St,,,KOGARAH,NSW,2217
NSW,104,Barton,51,1,Kyeemagh,Kyeemagh Public School,Beehag St,,,KYEEMAGH,NSW,2216
NSW,104,Barton,52,1,Monterey,Scarborough Park Childcare Centre,78 Barton St,,,MONTEREY,NSW,2217
NSW,104,Barton,56,1,Mortdale East,Mortdale Public School,Coleborne Ave,,,MORTDALE,NSW,2223
NSW,104,Barton,58,1,Oatley (Barton),Oatley Public School,Neville St,,,OATLEY,NSW,2223
NSW,104,Barton,69,1,Ramsgate,Sans Souci Literary Institute,107 Ramsgate Rd,,,RAMSGATE,NSW,2217
NSW,104,Barton,61,1,Ramsgate Beach,Ramsgate Public School,Chuter Ave,,,RAMSGATE,NSW,2217
NSW,104,Barton,62,1,Rockdale,Rockdale Public School,Lord St,,,ROCKDALE,NSW,2216
NSW,104,Barton,63,1,Rockdale Central,Rockdale Uniting Church Hall,11 Bay St,,,ROCKDALE,NSW,2216
NSW,104,Barton,64,1,Rockdale Park,Catholic Church Hall,280 West Botany St,,,ROCKDALE,NSW,2216
NSW,104,Barton,2671,1,Rockdale West,St Joseph's Parish Centre,Parker St,,,ROCKDALE,NSW,2216
NSW,104,Barton,65,1,St Cuthbert's,St Cuthbert's Anglican Church Hall,34 Park Rd,,,CARLTON,NSW,2218
NSW,104,Barton,41,1,Sandringham,Sans Souci Community Pre-school,95 Clareville Ave,,,SANDRINGHAM,NSW,2219
NSW,104,Barton,68,1,Sans Souci,Sans Souci Public School,413 Rocky Point Rd,,,SANS SOUCI,NSW,2219
NSW,104,Barton,37,1,Sans Souci North,St Andrew's Anglican Church Hall,327 Rocky Point Rd,,,SANS SOUCI,NSW,2219
NSW,104,Barton,71,1,South Haven,South Haven Activity Centre,35 Beach St,,,KOGARAH,NSW,2217
NSW,104,Barton,33595,2,Special Hospital Team 1,The Bay Aged Care Facility,Belgrave St,,,SOUTH HURSTVILLE,NSW,2223
NSW,104,Barton,33765,2,Special Hospital Team 2,The Laurels Hostel,Belgrave St,,,SANS SOUCI,NSW,2219
NSW,104,Barton,38392,2,Special Hospital Team 3,St George Private Hospital,Belgrave St,,,KOGARAH,NSW,2217
NSW,104,Barton,14014,1,Sydney (Barton),Sydney Town Hall,George St,,,SYDNEY,NSW,2000
NSW,104,Barton,43,1,The Mall,St Mark's Church Hall,10 The Mall,,,SOUTH HURSTVILLE,NSW,2221
NSW,104,Barton,2641,1,Turrella,Arncliffe West Infants School,7 Loftus St,,,TURRELLA,NSW,2205
NSW,105,Bennelong,75,1,Balaclava,Epping Boys High School,Vimiera Rd,,,MARSFIELD,NSW,2122
NSW,105,Bennelong,33930,1,Boronia Park (Bennelong),Boronia Park Public School,Pittwater Rd,,,BORONIA PARK,NSW,2111
NSW,105,Bennelong,634,1,Carlingford (Bennelong),Carlingford Public School,Rickard St,,,CARLINGFORD,NSW,2118
NSW,105,Bennelong,638,1,Denistone,Eastwood Baptist Hall,First Ave,,,EASTWOOD,NSW,2122
NSW,105,Bennelong,639,1,Denistone East,Denistone East Infants School,Brabyn St,,,EASTWOOD,NSW,2122
NSW,105,Bennelong,647,1,Denistone West,Marsden High School,Winbourne St,,,WEST RYDE,NSW,2114
NSW,105,Bennelong,79,1,Eastview,Australian Air League Building,Santa Rosa Park,64 Bridge Rd,,RYDE,NSW,2112
NSW,105,Bennelong,642,1,Eastwood,Eastwood Public School,Rowe St,,,EASTWOOD,NSW,2122
NSW,105,Bennelong,80,1,Eastwood Heights,Eastwood Heights Public School,Lincoln St,,,EASTWOOD,NSW,2122
NSW,105,Bennelong,643,1,Eastwood West,Corrective Services Academy,66 Terry Rd,,,EASTWOOD,NSW,2122
NSW,105,Bennelong,644,1,Epping,Epping Church of Christ,31 Bridge St,,,EPPING,NSW,2121
NSW,105,Bennelong,81,1,Epping East,Epping Community Centre,9 Oxford St,,,EPPING,NSW,2121
NSW,105,Bennelong,645,1,Epping Heights (Bennelong),Epping Heights Public School,128 Kent St,,,EPPING,NSW,2121
NSW,105,Bennelong,82,1,Epping North,Epping North Public School,Boundary Rd,,,NORTH EPPING,NSW,2121
NSW,105,Bennelong,11927,1,Epping West,Epping West Public School,96 Carlingford Rd,,,EPPING,NSW,2121
NSW,105,Bennelong,84,1,Gladesville (Bennelong),Gladesville Public School,Linsley St,,,GLADESVILLE,NSW,2111
NSW,105,Bennelong,85,1,Gladesville Central,Christ Church Hall,1 Western Cres,,,GLADESVILLE,NSW,2111
NSW,105,Bennelong,86,1,Gladesville East,Gladesville Uniting Church Hall,Wharf Road,,,GLADESVILLE,NSW,2111
NSW,105,Bennelong,87,1,Gladesville North,Gladesville Scout Hall,cnr Ryde Rd & Westminster Rd,,,GLADESVILLE,NSW,2111
NSW,105,Bennelong,88,1,Gladesville West,Tennyson PreSchool Kindergarten,15A Stanbury St,,,GLADESVILLE,NSW,2111
NSW,105,Bennelong,33877,1,Holy Cross Ryde,Holy Cross College,517 Victoria Rd,,,RYDE,NSW,2112
NSW,105,Bennelong,92,1,Kent Road,Kent Road Public School,Kent Rd,,,EASTWOOD,NSW,2122
NSW,105,Bennelong,93,1,Kittys Creek,Montessori Pre-School,Cressy Rd,,,EAST RYDE,NSW,2113
NSW,105,Bennelong,98,1,Lyon Park,Morling College,120 Herring Rd,,,MARSFIELD,NSW,2122
NSW,105,Bennelong,99,1,Marsfield,St Anthonys Parish Hall,54 Agincourt Rd,,,MARSFIELD,NSW,2122
NSW,105,Bennelong,650,1,Meadowbank,T.A.F.E. College,See St,,,MEADOWBANK,NSW,2114
NSW,105,Bennelong,33928,1,Melrose Park,Melrose Park Public School,Wharf Rd,,,MELROSE PARK,NSW,2114
NSW,105,Bennelong,8869,1,Parkes Street,School Of Horticulture,Parkes St,,,WEST RYDE,NSW,2114
NSW,105,Bennelong,102,1,Putney,Putney Public School,193 Morrison Rd,,,PUTNEY,NSW,2112
NSW,105,Bennelong,33926,1,Roselea (Bennelong),Roselea Public School,449 North Rocks Rd,,,CARLINGFORD,NSW,2118
NSW,105,Bennelong,653,1,Royal Ryde Homes,Weemala Homes,259 Morrison Rd,,,RYDE,NSW,2112
NSW,105,Bennelong,654,1,Ryde,Ryde Masonic Hall,142 Blaxland Rd,,,RYDE,NSW,2112
NSW,105,Bennelong,104,1,Ryde Central,Ryde Baptist Church Hall,Dobson Cres,,,RYDE,NSW,2112
NSW,105,Bennelong,105,1,Ryde East,Ryde East Public School,12 Twin Rd,,,EAST RYDE,NSW,2113
NSW,105,Bennelong,655,1,Ryde Heights,Meadowbank Primary School,Thistle St,,,RYDE,NSW,2112
NSW,105,Bennelong,656,1,Ryde Hospital,Ryde Hospital,Denistone Rd,,,EASTWOOD,NSW,2122
NSW,105,Bennelong,106,1,Ryde North,North Ryde Public School,Cox's Rd,,,NORTH RYDE,NSW,2113
NSW,105,Bennelong,657,1,Ryde South,Evangel Bible Church,17 Douglas St,,,PUTNEY,NSW,2112
NSW,105,Bennelong,33596,2,Special Hospital Team 1,St Catherin's and Bethany,Wicks Rd,,,NORTH RYDE,NSW,2122
NSW,105,Bennelong,33767,2,Special Hospital Team 2,Weemala,678 Victoria Rd,,,RYDE,NSW,2121
NSW,105,Bennelong,14017,1,Sydney (Bennelong),Sydney Town Hall,George St,,,SYDNEY,NSW,2000
NSW,105,Bennelong,34349,1,Top Ryde,Ryde Primary School,Tucker St,,,RYDE,NSW,2112
NSW,105,Bennelong,107,1,Truscott,Truscott Street Public School,Truscott St,,,NORTH RYDE,NSW,2113
NSW,105,Bennelong,660,1,Water Tanks,The Living Way Church,85 North Rd,,,RYDE,NSW,2112
NSW,105,Bennelong,661,1,West Ryde,West Ryde Public School,6 Endeavour St,,,WEST RYDE,NSW,2114
NSW,105,Bennelong,108,1,Wicks,Peter Board High School,Wicks Rd,,,NORTH RYDE,NSW,2113
NSW,106,Berowra,1823,1,Arcadia,Arcadia Public School,140 Arcadia Rd,,,ARCADIA,NSW,2159
NSW,106,Berowra,115,1,Asquith,Asquith Public School,Dudley St,,,ASQUITH,NSW,2077
NSW,106,Berowra,632,1,Beecroft,Beecroft Public School,90-98 Beecroft Rd,,,BEECROFT,NSW,2119
NSW,106,Berowra,117,1,Berowra,Berowra Public School,Hillcrest Rd,,,BEROWRA,NSW,2081
NSW,106,Berowra,118,1,Berowra Heights,Wideview Public School,Wideview Rd,,,BEROWRA HEIGHTS,NSW,2082
NSW,106,Berowra,1828,1,Berowra Waters,Fish Cafe,199 Bay Rd,,,BEROWRA WATERS,NSW,2082
NSW,106,Berowra,119,1,Bowden Brae,Bowden Brae Retirement Village,40 Pennant Hills Rd,,,NORMANHURST,NSW,2076
NSW,106,Berowra,120,1,Brooklyn,Brooklyn Public School,106 Brooklyn Rd,,,BROOKLYN,NSW,2083
NSW,106,Berowra,637,1,Cheltenham,Cheltenham Girls High School,Cheltenham Girls High,The Promenade,,CHELTENHAM,NSW,2119
NSW,106,Berowra,11928,1,Cherrybrook,Cherrybrook Public School,Cherrybrook Public School,131 New Line Rd,,CHERRYBROOK,NSW,2126
NSW,106,Berowra,34004,1,Cherrybrook Central,Cherrybrook Community Centre,Shepherds Lane,,,CHERRYBROOK,NSW,2126
NSW,106,Berowra,11929,1,Cherrybrook South,Long Day Care Centre,69 Cedarwood Dr,,,CHERRYBROOK,NSW,2126
NSW,106,Berowra,121,1,Cowan,Cowan Public School,Chandler Ave,,,COWAN,NSW,2081
NSW,106,Berowra,122,1,Dangar Island,Community Hall,,,,DANGAR ISLAND,NSW,2083
NSW,106,Berowra,11930,1,Dural (Berowra),Dural Public School,622 Old Northern Rd,,,DURAL,NSW,2158
NSW,106,Berowra,33811,1,Epping Heights (Berowra),Epping Heights Public School,128 Kent St,,,EPPING,NSW,2121
NSW,106,Berowra,1836,1,Galston,Galston Public School,School Rd,,,GALSTON,NSW,2159
NSW,106,Berowra,1839,1,Glenorie,Glenorie Public School,1731 Old Northern Rd,,,GLENORIE,NSW,2157
NSW,106,Berowra,1831,1,Hillside Central,Hillside Public School,122 Cattai Ridge Rd,,,GLENORIE,NSW,2157
NSW,106,Berowra,123,1,Hornsby,Technical College,205 Pacific Hwy,,,HORNSBY,NSW,2077
NSW,106,Berowra,127,1,Hornsby Central,Hornsby Girls High School,Edgeworth David Ave,,,HORNSBY,NSW,2077
NSW,106,Berowra,33771,1,Hornsby East,Hornsby Nursery and Pre-School,4 Linda Street,,,HORNSBY,NSW,2077
NSW,106,Berowra,124,1,Hornsby Heights,Hornsby Heights Public School,Somerville Rd,,,HORNSBY HEIGHTS,NSW,2077
NSW,106,Berowra,125,1,Hornsby Hospital,Hornsby Hospital,Palmerston Rd,,,HORNSBY,NSW,2077
NSW,106,Berowra,126,1,Hornsby North,Hornsby North Public School,Ida St,,,HORNSBY,NSW,2077
NSW,106,Berowra,134,1,Hornsby South,Hornsby South Public School,Clarke Rd,,,HORNSBY,NSW,2077
NSW,106,Berowra,128,1,Hornsby West,Uniting Church Hall,Cnr Frederick & William Sts,,,HORNSBY,NSW,2077
