2004 Federal Election Polling Places [12246 8/11/2005 11:10:53 PM]
State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode
NSW,138,Page,2449,1,Lismore St Vincents Hospital,St Vincents Hospital,Dalley St,,,LISMORE,NSW,2480
NSW,138,Page,2450,1,Lismore South,Lismore South Public School,Wilson St,,,LISMORE,NSW,2480
NSW,138,Page,33720,1,Maclean (Page),Maclean Civic Hall,48 River St,,,MACLEAN,NSW,2463
NSW,138,Page,2102,1,Mallanganee,Mallanganee Hall,Carey Johnson Ave,,,MALLANGANEE,NSW,2469
NSW,138,Page,2104,1,Meerschaum Vale,Meerschaum Vale Hall,Alstonville Rd,,,MEERSCHAUM VALE,NSW,2477
NSW,138,Page,2470,1,Modanville,Modanville Public School,Dunoon Rd,,,MODANVILLE,NSW,2480
NSW,138,Page,2460,1,Nimbin,Nimbin Central School,23A Thorburn St,,,NIMBIN,NSW,2480
NSW,138,Page,2108,1,Nymboida,Nymboida Public School,Armidale Rd,,,NYMBOIDA,NSW,2460
NSW,138,Page,2111,1,Pimlico,Pimlico Hall,Pimlico Rd,,,PIMLICO,NSW,2478
NSW,138,Page,2463,1,Pound Hill,Lismore Public School,Pound St,,,LISMORE,NSW,2480
NSW,138,Page,2112,1,Rappville,Rappville Public School,Lyons St,,,RAPPVILLE,NSW,2469
NSW,138,Page,2464,1,Rosebank,Rosebank Public School,Rosebank Rd,,,ROSEBANK,NSW,2480
NSW,138,Page,2118,1,Southgate,Southgate Community Centre,School La,,,SOUTHGATE,NSW,2460
NSW,138,Page,33636,2,Special Hospital Team 1,St Michael's Home for the Aged,Union St,,,KYOGLE,NSW,2474
NSW,138,Page,33707,2,Special Hospital Team 2,"St Andrews (Nursing Home,Appartments,Hostel)",Fox St,,,BALLINA,NSW,2478
NSW,138,Page,33708,2,Special Hospital Team 3,St Catherine's Villa,North St,,,GRAFTON,NSW,2460
NSW,138,Page,33709,2,Special Hospital Team 4,Ozanam Villa Lismore (Hostel),Rous Rd,,,LISMORE,NSW,2480
NSW,138,Page,14137,1,Sydney (Page),Sydney Town Hall,George St,,,SYDNEY,NSW,2000
NSW,138,Page,2119,1,Tabulam,Tabulam Public School,Clarence St,,,TABULAM,NSW,2469
NSW,138,Page,2467,1,The Channon,The Channon Hall,Mill St,,,THE CHANNON,NSW,2480
NSW,138,Page,2469,1,Tregeagle,Tregeagle Public School,Tregeagle Rd,,,TREGEAGLE,NSW,2480
NSW,138,Page,2127,1,Vere Street (Page),South Grafton Public School Hall,Vere St,,,SOUTH GRAFTON,NSW,2461
NSW,138,Page,2128,1,Wardell,Wardell Memorial Hall,Richmond St,,,WARDELL,NSW,2477
NSW,138,Page,2130,1,Westlawn,Grafton Scout Hall,Cnr Dobie & Howe Sts,,,GRAFTON,NSW,2460
NSW,138,Page,2131,1,Whiporie,Whiporie Hall,Summerland Way,,,WHIPORIE,NSW,2469
NSW,138,Page,2132,1,Wiangaree,Wiangaree Hall,Summerland Way,,,WIANGAREE,NSW,2474
NSW,138,Page,2135,1,Woodburn,Woodburn C.W.A. Rooms,River St,,,WOODBURN,NSW,2472
NSW,138,Page,2137,1,Woodenbong,Woodenbong Central School,Unumgar St,,,WOODENBONG,NSW,2476
NSW,138,Page,2134,1,Woombah,Woombah Bushfire Brigade Station,Iluka Rd,,,WOOMBAH,NSW,2469
NSW,138,Page,2477,1,Wyrallah,Wyrallah Public School,Breckenridge St,,,WYRALLAH,NSW,2480
NSW,139,Parkes,2480,1,Albert,Old Stock/Stn Agent Office,Federation St,,,ALBERT,NSW,2873
NSW,139,Parkes,2148,1,Alectown,Soldiers Memorial Hall,Newell Hwy,,,ALECTOWN,NSW,2870
NSW,139,Parkes,2493,1,Alma,Whitehouse Convention Centre,152-178 Boughtman St,,,BROKEN HILL,NSW,2880
NSW,139,Parkes,2152,1,Ballimore,Ballimore Public School,Bomen St,,,BALLIMORE,NSW,2830
NSW,139,Parkes,2483,1,Barmedman,Barmedman Community Centre,Queen St,,,BARMEDMAN,NSW,2668
NSW,139,Parkes,2153,1,Bedgerebong,Bedgerebong Public School,North Condobolin Rd,,,BEDGEREBONG,NSW,2871
NSW,139,Parkes,2156,1,Bogan Gate,Bogan Gate Public School,Bogan St,,,BOGAN GATE,NSW,2876
NSW,139,Parkes,2489,1,Broken Hill,Trades Hall,228 Blende St,,,BROKEN HILL,NSW,2880
NSW,139,Parkes,2490,1,Broken Hill Hospital,Broken Hill Base Hospital,Thomas St,,,BROKEN HILL,NSW,2880
NSW,139,Parkes,2491,1,Broken Hill North,North Mine Hall,Lane St,,,BROKEN HILL,NSW,2880
NSW,139,Parkes,2549,1,Broken Hill West,Happy Day Pre-School,Kaolin St,,,BROKEN HILL,NSW,2880
NSW,139,Parkes,2495,1,Burcher,Burcher Public School,Bena St,,,BURCHER,NSW,2671
NSW,139,Parkes,1260,1,Caragabal,Caragabal Public School,Mid Western Hwy,,,CARAGABAL,NSW,2810
NSW,139,Parkes,2163,1,Churchill Gardens,West Dubbo Guides Hall,Howard Ave & Baird Dr,,,DUBBO,NSW,2830
NSW,139,Parkes,2497,1,Cobar,Cobar Primary School,6-8 Blakey St,,,COBAR,NSW,2835
NSW,139,Parkes,2499,1,Condobolin,Condobolin Primary School,Molong St,,,CONDOBOLIN,NSW,2877
NSW,139,Parkes,2167,1,Cookamidgera,Mechanics Institute Hall,,,,COOKAMIDGERA,NSW,2870
NSW,139,Parkes,2168,1,Coolabah,Coolabah Public School,Cobar & Yarran Sts,,,COOLABAH,NSW,2831
NSW,139,Parkes,2174,1,Dubbo,Wesley Centre,Carrington Ave,,,DUBBO,NSW,2830
NSW,139,Parkes,32061,1,Dubbo East,Buninyong Public School,Myall St,,,DUBBO,NSW,2830
NSW,139,Parkes,2175,1,Dubbo Grove,Dubbo South High School,Boundary Rd,,,DUBBO,NSW,2830
NSW,139,Parkes,2176,1,Dubbo Hospital,Dubbo Base Hospital,Myall St,,,DUBBO,NSW,2830
NSW,139,Parkes,2177,1,Dubbo North,Dubbo North Primary School,Myall & Fitzroy Sts,,,DUBBO,NSW,2830
NSW,139,Parkes,2178,1,Dubbo South,Dubbo South Primary School,Fitzroy St,,,DUBBO,NSW,2830
NSW,139,Parkes,2179,1,Dubbo West,Delroy High School,East St,,,DUBBO,NSW,2830
NSW,139,Parkes,2181,1,Emmagool,Wambangalang Field Studies Centre,Obley Rd,,,DUBBO,NSW,2830
NSW,139,Parkes,2504,1,Euabalong,Euabalong West Public School,Euabba St,,,EUABALONG WEST,NSW,2877
NSW,139,Parkes,2184,1,Eumungerie,Eumungerie Public School,Wheaton St,,,EUMUNGERIE,NSW,2831
NSW,139,Parkes,2505,1,Excelsior,Burke Ward Public School,Rakow & Gypsum Sts,,,BROKEN HILL,NSW,2880
NSW,139,Parkes,2185,1,Fifield,Fifield Public Hall,Slee St,,,FIFIELD,NSW,2875
NSW,139,Parkes,2186,1,Forbes,Forbes Town Hall,Harold St,,,FORBES,NSW,2871
NSW,139,Parkes,2187,1,Forbes Hospital,Forbes District Hospital,Elgin St,,,FORBES,NSW,2871
NSW,139,Parkes,2188,1,Forbes North,Forbes High School,18 Wyndham Ave,,,FORBES,NSW,2871
NSW,139,Parkes,2189,1,Forbes South,Forbes & District Tennis Club Inc,Church St,,,FORBES,NSW,2871
NSW,139,Parkes,2194,1,Girilambone,Girilambone Public School,Vega St,,,GIRILAMBONE,NSW,2831
NSW,139,Parkes,34225,1,Gordon Centre,Gordon Centre,Spears Dr,,,DUBBO,NSW,2830
NSW,139,Parkes,1275,1,Greenethorpe,Greenethorpe Soldiers Memorial Hall,Main St,,,GREENETHORPE,NSW,2809
NSW,139,Parkes,1276,1,Grenfell,Grenfell Uniting Church Hall,Camp St,,,GRENFELL,NSW,2810
NSW,139,Parkes,2198,1,Gunningbland,Gunningbland Community Hall,Western St,,,GUNNINGBLAND,NSW,2876
NSW,139,Parkes,2518,1,Hermidale,Hermidale Public School,Mouramba St,,,HERMIDALE,NSW,2831
NSW,139,Parkes,2519,1,Hillside,Family Day Care Office,Gypsum & Ryan Sts,,,BROKEN HILL,NSW,2880
NSW,139,Parkes,2520,1,Hillston,Hillston Community Centre,High St & Keats St,,,HILLSTON,NSW,2675
NSW,139,Parkes,2521,1,Ivanhoe,Ivanhoe Central School,Columbus St,,,IVANHOE,NSW,2878
NSW,139,Parkes,2525,1,Lake Cargelligo,Lake Cargelligo Central School,Canada St,,,LAKE CARGELLIGO,NSW,2672
NSW,139,Parkes,2199,1,Lourdes Hospital,Lourdes Hospital,Cobborah Rd,,,DUBBO,NSW,2830
NSW,139,Parkes,2530,1,Menindee,Menindee Civic Hall,Yartla St,,,MENINDEE,NSW,2879
NSW,139,Parkes,2531,1,Merriwagga,Merriwagga Community Hall,Mons St,,,MERRIWAGGA,NSW,2652
NSW,139,Parkes,1299,1,Mirrool,Mirrool Community Hall,Edward St,,,MIRROOL,NSW,2665
NSW,139,Parkes,2532,1,Morgan Street,Morgan Street Public School,Morgan St,,,BROKEN HILL,NSW,2880
NSW,139,Parkes,2534,1,Murrin Bridge,Murrin Bridge Pre-School,,,,MURRIN BRIDGE,NSW,2672
NSW,139,Parkes,2208,1,Narromine,Narromine Public School,Meringo St,,,NARROMINE,NSW,2821
NSW,139,Parkes,2211,1,Nevertire,Nevertire Public School,Narromine St,,,NEVERTIRE,NSW,2831
NSW,139,Parkes,2539,1,Nymagee,Nymagee Progress Association Hall,Graham St,,,NYMAGEE,NSW,2831
NSW,139,Parkes,2212,1,Nyngan,Nyngan High School,Cobar St,,,NYNGAN,NSW,2825
NSW,139,Parkes,2213,1,Ootha,Presbyterian Church,,,,OOTHA,NSW,2797
NSW,139,Parkes,2214,1,Orana Heights,Orana Heights Primary School,Oak St,,,DUBBO,NSW,2830
NSW,139,Parkes,2215,1,Parkes,Parkes Shire Council,Bogan St,,,PARKES,NSW,2870
NSW,139,Parkes,2216,1,Parkes East,Parkes East Primary School,Want St,,,PARKES,NSW,2870
NSW,139,Parkes,2217,1,Parkes High,Parkes High School,Albert St,,,PARKES,NSW,2870
NSW,139,Parkes,2218,1,Parkes Hospital,Parkes District Hospital,Coleman Rd,,,PARKES,NSW,2870
NSW,139,Parkes,2221,1,Parkes South,Middleton Public School,Medlyn St,,,PARKES,NSW,2870
NSW,139,Parkes,2219,1,Peak Hill,Leisure Arts & Craft Centre,Caswell St,,,PEAK HILL,NSW,2869
NSW,139,Parkes,1309,1,Quandialla,Quandialla Central School,Third St,,,QUANDIALLA,NSW,2721
NSW,139,Parkes,2222,1,Rees Avenue,Assemblies of God Hall,Rees Ave,,,PARKES,NSW,2870
NSW,139,Parkes,33625,2,Special Hospital Team 1,War Veterans' Home,Wentworth Rd,,,BROKEN HILL,NSW,2880
NSW,139,Parkes,33932,2,Special Hospital Team 2,Ozanam Villa,River St,,,DUBBO,NSW,2830
NSW,139,Parkes,33933,2,Special Hospital Team 3,Lilliane Brady Village,Nullamutt St,,,COBAR,NSW,2835
NSW,139,Parkes,33934,2,Special Hospital Team 4,Condobolin Retirement Village,Madline St,,,CONDOBOLIN,NSW,2877
NSW,139,Parkes,33935,2,Special Hospital Team 5,Ken Hunter Lodge,Cowra Road,,,GRENFELL,NSW,2810
NSW,139,Parkes,33936,2,Special Hospital Team 6,Lake Cargelligo District Hospital,,,,LAKE CARGELLIGO,NSW,2672
NSW,139,Parkes,33937,2,Special Hospital Team 7,Mater Nursing Home,Prince St,,,FORBES,NSW,2871
NSW,139,Parkes,33938,2,Special Hospital Team 8,Nyngan District Hospital,Hospital Rd,,,NYNGAN,NSW,2825
NSW,139,Parkes,33939,2,Special Hospital Team 9,Narromine District Hospital,Cathundril St,,,NARROMINE,NSW,2821
NSW,139,Parkes,33940,2,Special Hospital Team 10,Southern Cross Village,Orange St,,,PARKES,NSW,2870
NSW,139,Parkes,33941,2,Special Hospital Team 11,Wyalong District Hospital,Ungarie Rd,,,WEST WYALONG,NSW,2671
NSW,139,Parkes,33942,2,Special Hospital Team 12,Warren District Hospital,Hospital Rd,,,WARREN,NSW,2824
NSW,139,Parkes,14140,1,Sydney (Parkes),Sydney Town Hall,George St,,,SYDNEY,NSW,2000
NSW,139,Parkes,2548,1,Tallimba,Tallimba Public School,Kikoira St,,,TALLIMBA,NSW,2669
NSW,139,Parkes,2550,1,Tibooburra,Tibooburra Public School,Briscoe St,,,TIBOOBURRA,NSW,2880
NSW,139,Parkes,2568,1,Tilpa,Tilpa Community Centre,,,,TILPA,NSW,2840
NSW,139,Parkes,2224,1,Tomingley,Tomingley Memorial Hall,Newell Hwy,,,TOMINGLEY,NSW,2869
NSW,139,Parkes,2551,1,Tottenham,Tottenham War Memorial Hall,Bulbodney St,,,TOTTENHAM,NSW,2873
NSW,139,Parkes,2227,1,Trangie,Trangie Central School,Derribong St,,,TRANGIE,NSW,2823
NSW,139,Parkes,2228,1,Trundle,Trundle Central School,Croft & Forbes Sts,,,TRUNDLE,NSW,2875
NSW,139,Parkes,2229,1,Tullamore,Tullamore Central School,Hinkler St,,,TULLAMORE,NSW,2874
NSW,139,Parkes,2552,1,Tullibigeal,Tullibigeal Central School,Kurrajong St,,,TULLIBIGEAL,NSW,2669
NSW,139,Parkes,2553,1,Ungarie,Ungarie Central School,Condobolin Rd,,,UNGARIE,NSW,2669
NSW,139,Parkes,2231,1,Warren,Warren Central School,Chester St,,,WARREN,NSW,2824
NSW,139,Parkes,2232,1,Warroo,Warroo Public Hall,Lachlan Valley Way,,,WARROO,NSW,2871
NSW,139,Parkes,2555,1,Weethalle,Weethalle Public School,Wattle St,,,WEETHALLE,NSW,2669
NSW,139,Parkes,2556,1,West Wyalong,Bland Masonic Centre,Court St,,,WEST WYALONG,NSW,2671
NSW,139,Parkes,2559,1,White Cliffs,White Cliffs Public School,Johnson St,,,WHITE CLIFFS,NSW,2836
NSW,139,Parkes,2560,1,Wilcannia,Central Darling Council Hall,Barrier Hwy,,,WILCANNIA,NSW,2836
NSW,139,Parkes,2237,1,Wirrinya,Wirrinya Progress & Sports Association,Wirrinya Rd,,,WIRRINYA,NSW,2871
NSW,139,Parkes,2238,1,Wongarbon,Wongarbon Public School,Railway St,,,WONGARBON,NSW,2831
NSW,139,Parkes,2563,1,Wyalong,Wyalong School of Arts,Neeld St,,,WYALONG,NSW,2671
NSW,140,Parramatta,1022,1,Ballandella Road,Toongabbie West Public School,Ballandella Rd,,,TOONGABBIE,NSW,2146
NSW,140,Parramatta,33795,1,Carlingford (Parramatta),Carlingford Public School,Rickard St,,,CARLINGFORD,NSW,2118
NSW,140,Parramatta,635,1,Carlingford North,North Rocks Child Care Centre,cnr Balaka Dr & Farnell Ave,,,CARLINGFORD,NSW,2118
NSW,140,Parramatta,636,1,Cumberland High,Cumberland High School,Dunmore Ave,,,CARLINGFORD,NSW,2118
NSW,140,Parramatta,2251,1,Darcy Road,Reg Byrne Community Centre,cnr Fyall Ave & Darcy Rd,,,WENTWORTHVILLE,NSW,2145
NSW,140,Parramatta,2276,1,Dundas,Dundas Public School,85 Kissing Point Rd,,,DUNDAS,NSW,2117
NSW,140,Parramatta,641,1,Dundas Valley,St Bernadettes School,Cox Cres,,,DUNDAS VALLEY,NSW,2117
NSW,140,Parramatta,33783,1,Ermington,Ermington Community Centre,River Rd,,,ERMINGTON,NSW,2115
NSW,140,Parramatta,2252,1,Ermington Central,Rydalmere East Public School,Spurway St,,,ERMINGTON,NSW,2115
NSW,140,Parramatta,2253,1,Ermington West,Ermington West Public School,Vignes St,,,ERMINGTON,NSW,2115
NSW,140,Parramatta,2254,1,Girraween,Girraween Public School,Bando Rd,,,GIRRAWEEN,NSW,2145
NSW,140,Parramatta,33797,1,Granville North (Parramatta),Salvation Army Hall,cnr Good St &,Victoria Sts,,GRANVILLE,NSW,2142
NSW,140,Parramatta,2257,1,Lake Parramatta,Gospel Hall,27 Iron St,,,NORTH PARRAMATTA,NSW,2151
NSW,140,Parramatta,2250,1,Macarthur High,Macarthur Girls High School,1-19 Macarthur St,,,PARRAMATTA,NSW,2150
NSW,140,Parramatta,2262,1,Noller Park,Thomson Ford,33-47 Church St,,,PARRAMATTA,NSW,2150
NSW,140,Parramatta,2263,1,Northmead,Northmead Public School,Moxhams Rd,,,NORTHMEAD,NSW,2152
NSW,140,Parramatta,33798,1,North Rocks (Parramatta),North Rocks Public School,359 North Rocks Rd,,,NORTH ROCKS,NSW,2151
NSW,140,Parramatta,652,1,Oatlands,Oatlands Public School,Belmore St E,,,OATLANDS,NSW,2117
NSW,140,Parramatta,2265,1,Old Toongabbie,Toongabbie Public School,Fitzwilliam Rd,,,OLD TOONGABBIE,NSW,2146
NSW,140,Parramatta,2266,1,Parramatta,Parramatta Town Hall,Church St,,,PARRAMATTA,NSW,2150
NSW,140,Parramatta,2267,1,Parramatta East,Parramatta East Public School,Brabyn St,,,NORTH PARRAMATTA,NSW,2151
NSW,140,Parramatta,2268,1,Parramatta High,Parramatta High School,Great Western Hwy,,,PARRAMATTA,NSW,2150
NSW,140,Parramatta,2269,1,Parramatta North,Parramatta North Public School,Albert St,,,PARRAMATTA,NSW,2150
NSW,140,Parramatta,11979,1,Pendle Hill,Pendle Hill Public School,Pendle Way,,,PENDLE HILL,NSW,2145
NSW,140,Parramatta,11978,1,Pendle Hill Central,Pendle Hill Scout Hall,Civic Ave,,,PENDLE HILL,NSW,2145
NSW,140,Parramatta,2272,1,Pendle Hill North,St Marys Church Hall,cnr Burrabogee & Binalong Rds,,,PENDLE HILL,NSW,2145
NSW,140,Parramatta,2273,1,Pitt Row,Parramatta West Public School,Young St,,,PARRAMATTA,NSW,2150
NSW,140,Parramatta,33859,4,Prison Mobile Team 1,Parramatta Correctional Complex,Cnr Dunlop & O'Connell Sts,,,NORTH PARRAMATTA,NSW,2151
NSW,140,Parramatta,2274,1,Rosehill,Rosehill Public School,Prospect St,,,ROSEHILL,NSW,2142
NSW,140,Parramatta,2255,1,Rowland Hassall,Rowland Hassall School,Hassall St,,,PARRAMATTA,NSW,2150
NSW,140,Parramatta,2275,1,Rydalmere,Rydalmere Public School,397 Victoria Rd,,,RYDALMERE,NSW,2116
NSW,140,Parramatta,33637,2,Special Hospital Team 1,Westmead Private Hospital,Cnr Mons & Darcy Rds,,,WESTMEAD,NSW,2151
NSW,140,Parramatta,33851,2,Special Hospital Team 2,Yallambi Court Hostel & Nursing Home,Centenary Ave off Hammers Rd,,,OLD TOONGABBIE,NSW,2146
NSW,140,Parramatta,33853,2,Special Hospital Team 3,Pendle Hill Nursing Home,43A Thomas St,,,PENDLE HILL,NSW,2150
NSW,140,Parramatta,14141,1,Sydney (Parramatta),Sydney Town Hall,George St,,,SYDNEY,NSW,2000
NSW,140,Parramatta,659,1,Telopea,Telopea Public School,Chestnut Ave,,,TELOPEA,NSW,2117
NSW,140,Parramatta,2277,1,Toongabbie East,Toongabbie East Public School,Harris Rd,,,WENTWORTHVILLE,NSW,2145
NSW,140,Parramatta,2278,1,Wentworthville,Wentworthville Public School,Fullagar Rd,,,WENTWORTHVILLE,NSW,2145
NSW,140,Parramatta,2279,1,Wentworthville Central,O.E.S. Hall,23 Railway St,,,WENTWORTHVILLE,NSW,2145
NSW,140,Parramatta,11980,1,Westmead,Westmead Public School,Hawkesbury Rd,,,WESTMEAD,NSW,2145
NSW,140,Parramatta,2282,1,Westmead Hospital,"Westmead Hospital, Education Block",Darcy Rd,,,WESTMEAD,NSW,2145
NSW,140,Parramatta,2283,1,Westmead North,Catherine McAuley Girls High School,Darcy Rd,,,WESTMEAD,NSW,2145
NSW,140,Parramatta,2284,1,Winston Heights,Winston Heights Public School,Buckleys Rd,,,WINSTON HILLS,NSW,2153
NSW,140,Parramatta,2285,1,Winston Hills,Winston Hills Public School,Hillcrest Ave,,,WINSTON HILLS,NSW,2153
NSW,140,Parramatta,33788,1,Winston Hills South,Winston Hills Guides Hall,Edison Pde,,,WINSTON HILLS,NSW,2153
NSW,140,Parramatta,2287,1,Woodberry Village,Woodberry Village,129 Lanhams Rd,,,WINSTON HILLS,NSW,2153
NSW,140,Parramatta,640,1,Yates Avenue,Yates Avenue Public School,Yates Ave,,,DUNDAS VALLEY,NSW,2117
NSW,249,Paterson,1562,1,Anna Bay,Gateway Family Church Complex,69 Gan Gan Rd,,,ANNA BAY,NSW,2316
NSW,249,Paterson,1563,1,Bandon Grove,Bandon Grove School of Arts,Chichester Dam Rd,,,BANDON GROVE,NSW,2420
NSW,249,Paterson,1564,1,Barrington,Barrington Public School,1 Kenmore St,,,BARRINGTON,NSW,2422
NSW,249,Paterson,1352,1,Beresfield,Beresfield Public School,Boomerang St,,,BERESFIELD,NSW,2322
NSW,249,Paterson,1565,1,Bobs Farm,Bobs Farm Public School,Marsh Rd,,,BOBS FARM,NSW,2316
NSW,249,Paterson,1567,1,Booral,Booral Public School,The Bucketts Way,,,BOORAL,NSW,2425
NSW,249,Paterson,1568,1,Bulahdelah,Bulahdelah Central School,8 Meade St,,,BULAHDELAH,NSW,2423
NSW,249,Paterson,1569,1,Bungwahl,Bungwahl Public School,Seal Rocks Rd,,,BUNGWAHL,NSW,2423
NSW,249,Paterson,1575,1,Clarence Town,Clarence Town Public School,Queen St,,,CLARENCE TOWN,NSW,2321
NSW,249,Paterson,1576,1,Coolongolook,Coolongolook Public School,Pacific Hwy,,,COOLONGOLOOK,NSW,2423
NSW,249,Paterson,11984,1,Coomba Park,Coomba Park Community Hall,Moorooba Rd,,,COOMBA,NSW,2428
NSW,249,Paterson,1578,1,Corlette,Corlette Community Hall,49 Sandy Point Rd,,,CORLETTE,NSW,2315
NSW,249,Paterson,1582,1,Dungog,Dungog Public School,9 Chapman St,,,DUNGOG,NSW,2420
NSW,249,Paterson,1585,1,Failford,R E Tipton's Residence,494 Failford Rd,,,FAILFORD,NSW,2430
NSW,249,Paterson,1870,1,Fern Bay,Fern Bay Community Hall,Vardon Rd,,,FERN BAY,NSW,2295
NSW,249,Paterson,32745,1,Fingal Bay,Fingal Beach Surf Life Saving Club,Marine Dr,,,FINGAL BAY,NSW,2315
NSW,249,Paterson,1586,1,Forster,Forster School of Arts,Little St,,,FORSTER,NSW,2428
NSW,249,Paterson,1587,1,Forster East,Forster Primary School,Head St,,,FORSTER,NSW,2428
NSW,249,Paterson,31457,1,Forster Keys,Forster High School,Cape Hawke Dr,,,FORSTER,NSW,2428
NSW,249,Paterson,1588,1,Forster South,Great Lakes Council Building,Breese Pde,,,FORSTER,NSW,2428
NSW,249,Paterson,1590,1,Glen William,Glen William Public School,717 Glen William Rd,,,GLEN WILLIAM,NSW,2321
NSW,249,Paterson,1592,1,Gloucester,St Paul's Anglican Church Hall,Hume St,,,GLOUCESTER,NSW,2422
NSW,249,Paterson,1593,1,Gloucester Hospital,Gloucester Community Health Service Centre,Church St,,,GLOUCESTER,NSW,2422
NSW,249,Paterson,32487,1,Grahamstown,Grahamstown Public School,Hastings Dr,,,RAYMOND TERRACE,NSW,2324
NSW,249,Paterson,31696,1,Green Point Wallis Lake,Green Point Community Centre,Bottlebrush Cl,,,GREEN POINT,NSW,2428
NSW,249,Paterson,1374,1,Gresford,Gresford School of Arts,Park St,,,EAST GRESFORD,NSW,2311
NSW,249,Paterson,1597,1,Hawks Nest,Hawks Nest Community Hall,Booner St,,,HAWKS NEST,NSW,2324
NSW,249,Paterson,1376,1,Hinton,Hinton Public School,Paterson St,,,HINTON,NSW,2321
NSW,249,Paterson,1600,1,Karuah,Karuah Public School,18 Bundabah St,,,KARUAH,NSW,2324
NSW,249,Paterson,1608,1,Lemon Tree Passage,Tilligerry Community Centre,Kenneth Pde,,,LEMON TREE PASSAGE,NSW,2319
NSW,249,Paterson,11986,1,Mallabula,The Holy Name Anglican Church,Strathmore Rd,,,MALLABULA,NSW,2319
NSW,249,Paterson,1392,1,Martins Creek,Martins Creek Public School,Cook St,,,MARTINS CREEK,NSW,2420
NSW,249,Paterson,1613,1,Medowie,Medowie Public School,Ferodale Rd,,,MEDOWIE,NSW,2318
NSW,249,Paterson,1396,1,Millers Forest,Millers Forest Public School,Martins Wharf Rd,,,MILLERS FOREST,NSW,2324
NSW,249,Paterson,1398,1,Morpeth,Morpeth Uniting Church,Cnr Northumberland & High Sts,,,MORPETH,NSW,2321
NSW,249,Paterson,1399,1,Mount Kanwary,Mount Kanwary Public School,145 Hinton Rd,,,OSTERLEY,NSW,2324
NSW,249,Paterson,1618,1,Nabiac,Nabiac Public School,Clarkson St,,,NABIAC,NSW,2312
NSW,249,Paterson,1619,1,Nelson Bay,Baptist Church Hall,Government Rd,,,NELSON BAY,NSW,2315
NSW,249,Paterson,1620,1,Nelson Bay Central,Port Stephens Police & Community Youth Club,Austral St,,,NELSON BAY,NSW,2315
NSW,249,Paterson,1621,1,Nelson Bay East,Nelson Bay Scout Hall,Norburn Ave,,,NELSON BAY,NSW,2315
NSW,249,Paterson,1622,1,Nelson Bay West,St Michael's Primary School,Wahgunyah Rd,,,NELSON BAY,NSW,2315
NSW,249,Paterson,31510,1,North Arm Cove,North Arm Cove Community Centre,The Ridgeway,,,NORTH ARM COVE,NSW,2324
NSW,249,Paterson,1626,1,Pacific Palms,Pacific Palms Community Centre,The Lakes Way,,,PACIFIC PALMS,NSW,2428
NSW,249,Paterson,1403,1,Paterson,Paterson Public School,Webbers Creek Rd,,,PATERSON,NSW,2421
NSW,249,Paterson,1628,1,Raymond Terrace,Raymond Terrace Public School,Swan St,,,RAYMOND TERRACE,NSW,2324
NSW,249,Paterson,1629,1,Raymond Terrace Central,St Brigid's Primary School,William St,,,RAYMOND TERRACE,NSW,2324
NSW,249,Paterson,1630,1,Raymond Terrace East,Irrawang High School,Mount Hall Rd,,,RAYMOND TERRACE,NSW,2324
NSW,249,Paterson,1407,1,Raymond Terrace North,Irrawang Public School,Geer St,,,RAYMOND TERRACE,NSW,2324
NSW,249,Paterson,31506,1,Salamander,Tomaree Education Centre,Salamander Way,,,SALAMANDER BAY,NSW,2317
NSW,249,Paterson,1632,1,Salamander Bay,Salamander Bay Social & Welfare Club,Foreshore Dr,,,SALAMANDER BAY,NSW,2317
NSW,249,Paterson,1634,1,Salt Ash,Salt Ash Public School,4 Salt Ash Ave,,,SALT ASH,NSW,2318
NSW,249,Paterson,1416,1,Seaham,Seaham Public School,Warren St,,,SEAHAM,NSW,2324
NSW,249,Paterson,1636,1,Shoal Bay,Shoal Bay Public School,Rigney St,,,SHOAL BAY,NSW,2315
NSW,249,Paterson,1637,1,Soldiers Point,Soldiers Point Community Hall,Ridgeway Ave,,,SOLDIERS POINT,NSW,2317
NSW,249,Paterson,33628,2,Special Hospital Team 1,Stroud Community Lodge,Richmond Street,,,STROUD,NSW,2425
NSW,249,Paterson,33775,2,Special Hospital Team 2,Tanilba Shores Village Hostel,89 Shoal Bay Road,,,TANILBA BAY,NSW,2324
NSW,249,Paterson,33776,2,Special Hospital Team 3,Kularoo Centre for Aged Care,Breckenridge St,,,TUNCURRY,NSW,2428
NSW,249,Paterson,1638,1,Stratford,Stratford Public School,Avon St,,,STRATFORD,NSW,2422
NSW,249,Paterson,1639,1,Stroud,Stroud Public School,Erin St,,,STROUD,NSW,2425
NSW,249,Paterson,1640,1,Stroud Road,Stroud Road Public School,The Bucketts Way,,,STROUD ROAD,NSW,2415
NSW,249,Paterson,14143,1,Sydney (Paterson),Sydney Town Hall,George St,,,SYDNEY,NSW,2000
NSW,249,Paterson,1641,1,Tanilba Bay,Tanilba Bay Public School,King Albert Ave,,,TANILBA BAY,NSW,2319
NSW,249,Paterson,1422,1,Tarro,Tarro Public School,Off Eastern Ave,,,TARRO,NSW,2322
